0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000056e-01
4.000000000000000327e-05,0.000000000000000000e+00,4.000000000000000327e-05,2.000000000000000111e-01
1.221999999999999996e-02,2.099999999999999870e-03,1.012000000000000052e-02,2.999999999999999889e-01
8.731999999999999484e-02,2.094000000000000028e-02,6.637999999999999456e-02,4.000000000000000222e-01
2.273000000000000020e-01,7.080000000000000182e-02,1.565000000000000002e-01,5.000000000000000000e-01
4.014599999999999835e-01,1.434199999999999919e-01,2.580399999999999916e-01,5.999999999999999778e-01
5.435799999999999521e-01,2.038999999999999979e-01,3.396799999999999820e-01,6.999999999999999556e-01
6.642200000000000326e-01,2.597200000000000064e-01,4.045000000000000262e-01,8.000000000000000444e-01
7.761599999999999611e-01,3.165399999999999880e-01,4.596199999999999730e-01,9.000000000000000222e-01
9.112200000000000299e-01,3.887399999999999745e-01,5.224800000000000555e-01,1.000000000000000000e+00
